depth_from,depth_to,gold_grade,collar.x,collar.y,collar.z,Sample depth,Dip,Azimuth,X_Coordinate,Y_Coordinate,Z_Coordinate
91.77793421,95.73027845,16.2543836,1798.296509,7585.415866,187.8091525,93.75410633,-25.86726714,30.46261868,1790.212033,7544.112426,194.5898788
20.9240791,21.98021958,7.173143337,1795.950777,7430.818184,249.6836419,21.45214934,41.67132654,167.3593769,1774.693112,7387.296779,237.0019767
43.82169728,62.05312814,10.84631253,1797.948298,7428.809446,234.1070944,52.93741271,9.010676722,61.69272879,1771.431989,7463.153298,218.0751887
54.95427649,55.61462756,9.602641914,1901.889252,7503.423853,220.6007012,55.28445203,30.30318732,92.96074148,1865.057347,7494.289062,213.4413167
68.41049763,83.26409945,10.53577279,1859.242378,7530.270569,190.8224492,75.83729854,-61.50270221,182.5231426,1812.922031,7485.672173,195.3233386
117.7763942,121.243278,15.41956888,1815.627253,7442.667621,216.077508,119.5098361,51.655801,350.5352328,1770.942155,7458.973049,214.9887098
29.95106732,48.23954495,10.17904677,1744.726931,7364.200271,198.2776119,39.09530614,-32.3295626,246.3318024,1721.826813,7382.530511,191.5652223
77.13516576,95.04468658,19.0063103,1706.641749,7531.992593,197.6625767,86.08992617,21.57502809,100.6638473,1684.483008,7504.736629,212.980647
88.86218533,102.1132577,15.96487031,1765.650403,7396.105382,238.0670475,95.48772151,-69.35763146,137.6661789,1753.828856,7387.177341,236.8093554
6.967561908,20.57612783,7.021243052,1732.241421,7352.533231,206.6451097,13.77184487,-32.14435659,146.2079348,1741.403158,7359.875638,204.8469765
91.13172779,91.73584105,14.57147086,1935.633509,7489.492057,211.5506662,91.43378442,26.79611275,55.3095444,1961.563463,7499.120234,192.8169365
25.57861855,45.28361409,10.14601402,1733.749387,7327.1361,239.0075316,35.43111632,-40.64289619,57.83550799,1703.519888,7328.247649,244.5812449
9.757738948,27.37547472,0.78761548,1917.268471,7591.405803,186.1453438,18.56660683,68.45619541,53.42210046,1943.193289,7577.825449,184.5191392
142.3328306,160.287402,16.30686839,1815.697607,7489.719179,221.6232497,151.3101163,29.0211119,187.7990896,1779.59656,7446.601185,207.4263353
144.844805,158.2000734,19.91023998,1722.013517,7595.768656,220.4750977,151.5224392,66.65011079,242.7069912,1770.882879,7547.997018,210.224665
121.2596022,128.4829473,18.5758111,1943.819015,7401.668027,209.7650198,124.8712748,-18.82967359,212.6594465,1922.322393,7397.621501,197.8595691
45.69206538,63.61821403,9.327120873,1873.889171,7591.361548,238.0842249,54.6551397,-83.88267433,351.9961868,1907.622673,7561.655815,222.9681537
14.6508171,20.8353972,3.501529417,1770.728454,7343.668674,246.0023043,17.74310715,13.7051934,45.31484601,1739.775037,7387.517559,243.423959
102.634954,114.1078291,15.74856656,1968.404352,7312.208432,212.5735103,108.3713915,-28.94516951,355.1307863,2013.46863,7326.250133,207.1049925
66.02287406,68.46762802,11.16508784,1713.577494,7309.895218,211.9302936,67.24525104,-9.326092334,168.0026162,1746.240173,7318.44603,206.3352154
18.30573523,36.78387001,10.68705263,1760.545882,7439.461111,215.1444611,27.54480262,32.59983851,78.7078036,1746.484809,7430.116296,205.2055878
74.27653652,77.52156044,14.32629022,1925.614078,7324.901259,230.6186822,75.89904848,36.11964007,339.5810974,1917.761251,7307.853785,228.0757435
5.158278167,10.04376588,8.1156062,1912.813379,7453.650365,226.7642203,7.601022023,-85.03984532,168.7007917,1863.197178,7421.631162,228.6651405
136.3980603,147.7816764,20.1684317,1786.781508,7398.250151,195.5984464,142.0898684,48.47448111,125.0449039,1761.924733,7354.26446,200.0585173
38.81699724,54.21681074,9.085526338,1718.607463,7400.688698,184.4726744,46.51690399,-1.166595308,76.97163737,1697.537108,7414.138462,173.2657012
99.37834265,111.9556931,15.93878337,1957.423422,7490.682699,246.4477891,105.6670179,10.2057792,96.4351624,1952.697292,7518.602744,255.5615249
46.75666141,51.78327271,16.10143619,1794.109291,7348.929402,198.2748832,49.26996706,-36.36104667,352.5190237,1758.014273,7384.705668,179.356046
78.01020318,78.52859251,11.77277315,1758.714024,7529.966011,224.7017679,78.26939784,-14.24991852,109.4304384,1756.590713,7552.396794,234.7193773
82.0065419,97.27097822,14.72279078,1854.818547,7474.609276,237.9906602,89.63876006,37.86752412,352.0101326,1871.665395,7514.304364,229.3093642
27.72816833,47.43971118,8.96428561,1973.06816,7574.483389,201.0193725,37.58393976,49.80848453,118.8773952,1960.19639,7622.76404,195.819407
145.4376942,161.731,18.13335251,1713.063973,7409.452196,224.480339,153.5843471,-20.32088739,83.31064761,1686.283501,7455.618993,227.7087922
116.2699235,125.7439526,14.39308089,1929.741226,7594.814498,187.5530169,121.006938,34.40115588,66.01110584,1934.512875,7604.037526,191.9710726
140.9248412,159.0483028,21.84993664,1871.741968,7472.748294,247.8952011,149.986572,-43.5521697,148.2676219,1824.642359,7445.168294,244.7413874
134.2241026,142.7161322,15.32116696,1827.634735,7592.020587,184.0710793,138.4701174,59.76407973,85.25032147,1811.71848,7552.65613,201.5870371
89.68499682,100.4212115,19.6663164,1923.224133,7308.118196,210.6722272,95.05310414,19.766563,250.897667,1925.983158,7357.510696,225.0052441
138.2811353,148.0851657,21.71150596,1989.747327,7518.392897,217.5773469,143.1831505,49.53357289,86.31782473,1973.331609,7499.23192,206.5788093
13.27387531,22.50254082,7.383998294,1768.761863,7544.986457,235.3337245,17.88820807,-4.112126583,300.7428642,1753.305006,7498.383563,238.8901323
29.39742936,45.01364936,9.662471725,1743.09421,7315.951986,188.4789962,37.20553936,-48.7603287,300.2440531,1777.923876,7305.056596,197.3183965
6.784093337,17.55608703,3.204815561,1973.864524,7473.690899,210.8565582,12.17009018,-12.7383996,102.7894947,2017.263702,7498.500873,199.5343015
48.79954961,55.47553349,10.70234746,1900.685923,7540.582688,200.9798099,52.13754155,-21.33262899,271.274447,1933.425188,7579.662687,181.7178269
58.30159345,63.83567772,14.90465543,1831.395806,7468.311618,201.8407501,61.06863559,-30.11102218,308.7165154,1791.282551,7466.068002,220.8649317
40.70235477,41.93842745,7.43175049,1871.977871,7319.144077,234.5151541,41.32039111,-51.80872541,212.4478238,1850.952116,7298.546969,252.8490907
124.3106264,136.182932,21.01669887,1923.684172,7508.034172,180.3822662,130.2467792,46.65008554,131.8796679,1944.813608,7535.874592,173.1961738
53.512999,58.4972466,14.19235759,1931.90957,7318.179074,232.4358549,56.0051228,-74.45670096,158.7481872,1979.348849,7318.55591,222.000448
42.14017645,45.52878793,9.966845959,1975.968254,7545.240669,236.7278901,43.83448219,69.76096738,283.0423914,1950.196409,7503.843628,222.9124776
81.40441247,94.65409677,15.59877732,1828.052837,7312.910255,243.0953571,88.02925462,-58.49554988,105.594287,1867.873885,7351.685226,250.5811871
21.13863375,34.92221427,5.160150976,1788.023273,7341.219214,223.8817262,28.03042401,86.37725733,120.4064404,1811.924772,7356.799919,234.0933931
120.3295471,135.4965675,16.68709354,1891.89928,7382.532277,203.341873,127.9130573,87.92424866,57.88236105,1940.244317,7336.213489,200.1579654
11.18259655,21.50234603,11.87154605,1824.71837,7490.009438,209.9064313,16.34247129,-18.29033258,143.6588651,1784.076918,7440.915112,199.6188078
148.0330405,165.9671053,21.70205342,1878.379536,7592.90773,247.8815258,157.0000729,87.80779307,31.14544761,1867.854111,7551.679887,245.8304771
115.8367154,134.5953991,17.80926607,1825.99574,7335.346856,241.6830779,125.2160572,66.43233311,115.5723988,1823.80724,7367.542395,242.3374519
29.80735223,46.05108556,9.527135254,1745.898736,7342.812301,212.4468136,37.92921889,-75.16255015,134.4525771,1763.106999,7340.94307,214.1829685
0.828317569,13.72239047,3.401539434,1840.828025,7410.661119,246.0144105,7.275354018,80.51914145,91.97248767,1856.225229,7394.191239,243.7491087
122.3192143,128.7417729,16.42524428,1907.275347,7550.865741,237.6068413,125.5304936,-82.34741054,36.48892289,1947.909881,7525.795083,217.7561912
106.0286016,125.6960275,13.8868968,1939.785142,7440.169286,243.0762903,115.8623146,-57.25542713,187.8002073,1973.652455,7440.855084,241.9474017
109.3510752,115.1967305,17.75530804,1847.997883,7396.48318,227.8084064,112.2739028,15.22719735,311.4292211,1803.53515,7354.787203,221.699282
115.690552,120.142362,18.86488643,1749.571367,7468.36115,240.035783,117.916457,-75.46730789,120.8321085,1748.225379,7480.079196,242.2982629
11.10669776,20.22870298,5.772817974,1824.406313,7378.156959,242.4236299,15.66770037,-60.88900374,85.24856571,1815.112436,7366.209698,225.1987733
53.76985928,55.37825041,12.22320623,1935.888179,7420.347972,186.4411609,54.57405485,81.62852168,102.6137584,1985.602637,7456.191975,201.6087313
17.38035893,36.96100099,6.440496151,1823.857781,7399.781545,247.5651884,27.17067996,89.04381928,310.2793853,1816.583601,7425.22423,262.582829
129.4655139,141.4399682,17.16344543,1908.959238,7541.242307,203.3529169,135.4527411,53.66457752,190.0107323,1927.221152,7493.078924,205.9175342
93.49471902,104.8552848,13.01894902,1852.164105,7577.276718,210.7929657,99.17500192,2.737690464,47.08452646,1830.607048,7543.926524,220.2777525
49.63470373,62.92273119,10.78600662,1772.366938,7527.871658,235.4332631,56.27871746,72.05416842,255.3197937,1783.829833,7525.275109,232.9494128
9.533752543,19.72571367,5.697506581,1938.845152,7431.725073,226.5427414,14.62973311,-69.85822124,55.57281596,1909.508461,7447.593099,230.1547352
46.64734826,47.77258684,11.35507974,1725.264036,7451.300493,242.5141939,47.20996755,79.72053646,21.68798506,1735.624702,7472.813088,247.2211611
48.7774983,61.21756844,9.092560745,1857.467085,7337.522108,208.0401626,54.99753337,-26.72047306,92.04655554,1894.286109,7369.146434,202.1957059
109.4409268,123.9063174,17.78607311,1762.66731,7524.059413,206.1301715,116.6736221,65.06809042,60.51246463,1714.591089,7478.981275,224.5650584
95.6336207,104.2602274,12.15760495,1720.119689,7478.942704,182.2182195,99.94692404,30.30721308,217.7990908,1720.57833,7430.791024,186.3223673
133.0819114,148.349175,19.04632499,1850.880181,7570.731999,212.3907764,140.7155432,82.84937473,174.4439066,1899.117244,7580.782572,232.012037
70.83223877,75.75876411,18.53213988,1849.868647,7360.183343,230.6849539,73.29550144,65.6420306,260.6632382,1815.794899,7382.566038,227.9797846
17.93913689,22.75403042,6.162221865,1912.070271,7527.917837,201.0825102,20.34658365,69.82160644,184.1655781,1880.411503,7556.587449,182.3753409
106.9867181,110.6343493,11.81837123,1923.425208,7505.401499,212.390856,108.8105337,23.7157841,150.8421367,1920.50758,7470.973057,204.4883353
114.1177573,121.8716551,18.39812176,1918.337447,7379.75366,195.3578438,117.9947062,59.96853558,189.4387286,1955.436765,7426.627262,201.3893531
84.19157964,101.2083143,15.52961754,1822.86762,7500.213592,234.0951464,92.69994698,46.28360714,156.4150007,1829.143581,7473.156501,250.5088863
115.645077,132.2893622,18.3161524,1889.506936,7577.312014,184.2358093,123.9672196,-60.90783644,13.35128181,1890.377801,7552.345052,188.8423791
74.06933945,82.03441151,16.9312546,1873.083573,7575.530796,229.3768139,78.05187548,26.74744044,245.0516807,1831.759279,7540.9597,228.2473605
78.40992441,90.39773976,11.76569899,1826.468527,7515.887972,206.5258008,84.40383208,-63.32840163,346.3669174,1872.667128,7470.212717,189.7555224
64.13115275,78.68707093,10.72039269,1879.163808,7314.421934,182.9117249,71.40911184,66.50210194,151.9320805,1863.875401,7345.394346,168.7019805
3.812869012,9.016401117,4.960845723,1984.174363,7561.679301,239.7428711,6.414635064,-78.12903612,152.5438742,1959.355078,7512.243655,221.8816463
16.18371405,19.96246522,8.829959257,1757.868123,7497.333582,214.1405304,18.07308964,87.66840063,16.47679631,1749.042518,7493.711568,222.5878262
4.714377853,24.17024972,6.70391438,1971.731629,7393.130276,221.9523279,14.44231379,-17.8872001,320.5364705,1963.149845,7352.326994,235.1959838
95.46156169,108.0039293,14.75447851,1716.036654,7356.175109,231.2421484,101.7327455,-59.28671633,334.4836995,1711.889965,7310.654643,217.8197065
47.15339716,66.79100374,12.1879938,1792.516764,7334.861159,225.8552103,56.97220045,78.42149706,292.7300825,1811.370584,7378.326852,218.8645041
76.28560367,83.37184542,15.16518904,1786.443575,7315.07107,231.159981,79.82872455,-81.82332248,38.28436976,1823.238231,7347.611053,230.3242872
136.1349711,150.3440892,14.72476921,1887.909532,7526.230974,233.3597179,143.2395302,-5.380985788,324.0805252,1843.64082,7515.7186,219.0711795
37.39383437,42.23460528,6.490191676,1739.367486,7370.7529,221.2406071,39.81421983,48.64088303,8.624038822,1738.444342,7366.612273,217.8882592
61.55743846,67.1508418,11.31117931,1964.704284,7307.275881,205.5946482,64.35414013,-32.98491442,160.0467564,1956.102096,7344.087137,224.2679325
113.3326708,123.8147621,17.61495237,1948.565423,7419.181196,197.0199505,118.5737165,5.190240583,180.2245155,1899.653434,7448.864888,205.7858776
34.31972482,41.05227827,14.13789699,1895.619746,7444.782124,243.2032266,37.68600155,36.07434294,300.2407564,1927.268691,7463.943625,229.8804982
11.54698647,15.31560697,5.053924192,1837.52415,7350.769069,247.8947391,13.43129672,81.35575578,270.3093168,1797.95547,7354.425607,231.8473218
43.46271794,49.08889163,10.4787843,1979.886813,7313.214501,205.0363929,46.27580478,-71.51352493,286.9548827,1941.361614,7323.996745,202.8424283
24.18319309,25.38028678,6.25739108,1949.223966,7356.737645,187.861751,24.78173993,-61.69919333,312.4443418,1904.053808,7346.07348,207.3797961
139.4546479,153.6909085,20.30274659,1849.794544,7503.730829,195.5776129,146.5727782,1.596761135,171.3855314,1819.836708,7506.540531,207.3089158
121.2180569,131.3143317,13.68083284,1910.562006,7324.673103,226.9467142,126.2661943,-14.67450699,280.8908473,1878.243634,7328.642883,218.6716507
95.01056348,97.34830327,14.85299039,1870.078986,7466.511109,192.1053359,96.17943337,-16.05669108,24.49191399,1854.865569,7502.995071,173.1565642
130.7190885,134.5671214,15.35728088,1876.382672,7343.923596,234.6085591,132.643105,-36.54692947,160.0367122,1892.309711,7315.789002,231.0601159
120.5508115,123.050235,10.77489427,1799.292821,7358.706752,244.6121168,121.8005233,10.92326373,10.84776295,1754.722244,7333.368915,231.0336091
27.98550883,40.43106859,15.4462373,1838.625381,7417.923365,247.4556061,34.20828871,68.99190051,329.5134235,1874.652957,7389.017122,234.6668405
133.8838498,136.2209519,19.92370083,1723.436429,7330.247601,180.6527854,135.0524008,-61.0336187,345.0289615,1706.094291,7338.164378,167.1447118
80.90133629,96.10984178,15.71766167,1807.204607,7351.961051,247.0707915,88.50558903,-51.24846069,30.2180617,1817.865341,7371.476822,255.8550979
121.1160233,122.0159862,18.50126928,1908.748555,7404.685723,231.8136093,121.5660047,30.7482296,191.745592,1859.949066,7378.535977,213.2472658
134.413695,139.7765229,21.61306887,1985.964809,7398.900702,185.8835163,137.0951089,-79.88442223,117.0502583,1972.545601,7416.596855,188.4728309
47.70052125,65.56852143,11.6253931,1988.919234,7524.781446,209.0668328,56.63452134,31.27755592,123.3123425,1939.124325,7537.590558,219.1676682
16.50778868,31.01914938,9.02430771,1866.716861,7322.434692,229.0031832,23.76346903,-33.39789284,162.2520221,1833.262688,7304.542509,215.2595483
34.19027438,36.11315687,7.422972531,1881.986676,7558.135221,246.9679845,35.15171563,-25.58629235,45.02374749,1876.771719,7531.117105,262.685225
64.06616829,80.57812733,12.80666388,1755.716356,7544.869651,191.4898976,72.32214781,-17.00111271,65.07727156,1759.225098,7583.050247,174.6152747
122.7022149,132.8163998,12.65096532,1908.592432,7529.797492,188.9413297,127.7593073,-27.07423893,207.8527176,1873.885292,7536.764379,196.24957
129.1095875,146.1218565,17.60741131,1721.197638,7392.811709,213.0642937,137.615722,61.41773183,6.752127397,1745.719266,7413.20163,199.9428722
1.04281958,13.25724518,2.194175107,1785.405706,7546.864536,247.7669226,7.150032381,80.29232233,215.9283679,1754.306072,7589.398418,260.0081941
76.61209539,90.40783951,13.72738108,1900.509004,7354.840624,247.9965451,83.50996745,8.642065557,114.8101876,1862.093513,7325.380379,250.8524572
62.61165047,82.4849309,15.26150534,1793.093039,7337.322762,195.9540319,72.54829069,14.73812979,299.5943093,1776.435491,7322.378189,199.5222656
33.31617157,38.34671472,9.263360711,1714.954062,7313.4869,202.3543004,35.83144314,-77.31304056,216.0023428,1720.096929,7306.931906,196.1952011
17.9798051,30.64674381,10.28402837,1949.561123,7581.793109,243.562239,24.31327445,38.3745471,254.9128323,1998.451304,7555.08256,234.8927483
50.64227571,60.11854282,9.95564248,1793.099002,7392.403269,231.4389044,55.38040926,15.13779713,41.19306525,1784.970575,7426.445323,229.9717471
141.4364556,142.7057687,19.17539289,1718.931567,7575.285364,248.06215,142.0711121,-80.92898571,95.71045129,1711.531209,7533.625675,258.3707009
48.4804398,49.26261731,9.271638747,1722.436449,7381.784068,242.5203854,48.87152856,-54.28337993,358.8010592,1678.369796,7355.700012,229.2491777
77.81859326,80.64355053,13.03202235,1775.52764,7572.269788,195.0567235,79.2310719,-53.65018433,156.1148089,1802.109607,7541.373201,207.7075023
105.4528438,118.6101328,14.88648662,1753.404784,7571.178716,233.1808802,112.0314883,-59.22576865,129.1914739,1721.583084,7616.517889,232.3743961
54.54444036,66.10412057,8.976719797,1932.290035,7577.102814,183.3995662,60.32428046,28.55627183,314.5879292,1956.770392,7589.83823,181.4881249
145.7673124,157.0591889,17.91982978,1796.505214,7448.846032,237.2482945,151.4132506,77.11913076,11.90685919,1837.566902,7470.467553,217.9122271
144.3670942,145.4883011,19.39653187,1941.408736,7559.783886,222.1089734,144.9276977,47.33555856,192.5184102,1968.230812,7520.625996,207.0767836
37.76734437,47.4187528,7.900925302,1752.153799,7585.229769,246.9270674,42.59304859,-4.072772661,75.69259696,1766.399141,7554.630825,244.2059741
74.58727588,93.11742083,12.57576798,1847.863754,7397.385083,247.2022719,83.85234836,-17.27076636,132.5350049,1858.255383,7428.37393,266.4542097
45.13174647,53.38478792,13.13690713,1906.41114,7425.662322,183.5570576,49.2582672,-20.43754104,71.91974587,1901.774429,7432.435408,173.5630457
42.72607416,55.41206232,13.75949914,1895.597256,7515.772056,191.236504,49.06906824,18.22445239,13.61619344,1860.051526,7470.284209,171.6467223
5.533042103,21.23950628,7.465207896,1880.338823,7390.107947,213.8944933,13.38627419,-25.34028139,149.9443682,1908.222684,7396.674923,211.3282938
91.4346501,107.221193,19.63126082,1977.446481,7526.142793,241.5645467,99.32792157,-49.29804519,284.1130876,1975.178708,7523.681336,222.2027063
75.40185348,86.02781509,16.72213141,1768.557544,7322.167644,237.01116,80.71483429,18.51172318,342.7035957,1781.122127,7287.537013,230.4600207
7.721812687,24.95187562,5.474927161,1848.115761,7457.049515,247.5059018,16.33684416,-19.67302558,224.5870709,1835.517284,7466.343599,241.6681295
41.79696964,49.92884246,15.37401483,1965.197765,7336.694045,223.2658882,45.86290605,-87.45753075,139.9813532,1935.270037,7304.075808,203.3600128
136.2398829,154.0694006,22.43225477,1723.36813,7387.997043,197.9594464,145.1546417,-85.99839956,277.1478985,1754.018976,7419.142054,209.1421647
35.9342836,41.11871334,9.037205519,1716.76648,7377.587618,181.7574648,38.52649847,-40.65540999,181.880634,1701.006461,7389.436551,198.2715274
21.73423081,27.69845075,8.478795411,1769.990686,7551.679622,195.6048544,24.71634078,2.235995911,132.3433008,1806.658689,7588.810794,215.5552725
73.41791404,74.95376621,10.818547,1889.906366,7358.055177,227.2691239,74.18584013,-26.23688862,64.47228932,1936.478856,7350.521803,227.6203877
147.8475681,163.8614139,18.8616056,1777.963888,7542.534376,244.8392376,155.854491,-85.67007257,286.6067944,1810.962741,7543.726465,237.1040022
36.30829073,44.94086783,5.88434711,1757.071965,7538.188104,202.4632567,40.62457928,-49.83268252,180.1532846,1719.88577,7564.24655,211.1622462
100.8203321,105.7881061,13.96868428,1837.640695,7449.664917,241.2993031,103.3042191,-72.64452444,346.9693469,1873.141787,7454.292536,250.7578171
114.2429423,119.2628527,17.79241726,1884.079421,7370.152977,207.6428774,116.7528975,80.75376025,288.6874561,1886.015203,7377.351395,202.8104104
35.6456316,53.72293045,7.08482284,1774.567312,7368.068902,201.5789875,44.68428103,-33.68986639,151.2058029,1748.708472,7373.402801,204.2023989
109.2324523,125.993826,15.77599687,1790.207356,7439.477394,215.619097,117.6131391,-87.34205311,266.7060147,1749.522959,7438.608944,228.4899187
55.16746991,66.46132217,12.80050575,1884.067791,7302.642702,210.9591445,60.81439604,28.90138536,163.2209374,1861.918775,7333.212401,198.5261229
94.84587459,107.3600352,14.78862833,1983.721527,7459.405226,243.9659908,101.1029549,-48.15937071,28.75166223,1947.464235,7457.926391,224.784907
95.02945661,104.7788052,17.60856425,1902.422518,7585.833858,212.7779863,99.90413093,12.01252591,186.0051786,1854.986976,7625.913312,214.3658467
80.36620261,88.5037002,16.75873288,1934.871243,7346.412065,199.4134771,84.4349514,-62.86581817,311.662303,1983.647678,7377.273729,205.9891663
13.54346551,31.89526469,5.23181748,1810.043028,7472.003686,238.9795904,22.7193651,87.12238232,307.9588747,1843.197253,7491.247692,241.9785104
125.2953743,128.2448221,15.88419652,1781.676308,7588.533607,249.9124658,126.7700982,84.64665358,206.9880889,1805.571234,7628.399457,253.7622377
48.11700975,56.77672215,11.07339044,1836.280323,7558.156642,225.3719993,52.44686595,28.0770033,136.8084731,1805.5817,7561.865973,221.095714
27.97777656,35.19673377,6.571845123,1942.139849,7555.114035,197.5322958,31.58725516,37.29647193,3.636216832,1894.913493,7587.298128,203.5920849
6.116271233,16.33021028,8.759392476,1836.889893,7546.554979,196.7170554,11.22324076,-13.34179957,112.1075204,1835.410281,7520.737283,178.4295019
88.63394148,98.05776303,13.96046758,1954.017623,7392.707082,184.0394687,93.34585226,83.19228218,356.3310878,1978.187066,7350.004646,170.0868544
101.6346543,112.2530001,17.33069285,1996.631594,7567.185049,185.4105127,106.9438272,-13.72686833,261.536772,2042.915331,7585.685113,183.2028469
76.81395874,87.32021802,11.59814869,1713.623047,7448.737727,186.7540975,82.06708838,-69.23185027,273.9900205,1752.973282,7462.198194,192.5337756
33.97436628,39.20153315,5.977756014,1744.876911,7406.371314,213.9040694,36.58794972,-52.53744594,223.240818,1718.743186,7364.110749,208.1152097
96.77591856,100.8703799,12.01032447,1815.310903,7424.268705,228.8685246,98.82314921,12.99843071,210.9091166,1780.843504,7469.83348,227.1868934
26.15496435,27.91923162,6.035730327,1739.312663,7400.261933,239.5248348,27.03709798,-45.88349077,163.3029319,1714.09084,7401.7734,253.3502118
103.6406607,119.0123856,16.98926525,1961.199343,7363.725533,191.9889665,111.3265232,27.76489712,159.8162377,1925.057291,7314.678158,193.6877534
58.01030195,66.8454194,15.33211308,1706.943875,7485.534541,210.6445075,62.42786067,-21.20678642,313.505444,1736.792258,7483.142229,192.5591818
140.5094983,153.2290501,17.92227044,1794.737815,7468.779066,197.6036137,146.8692742,69.63712298,141.6442542,1835.042121,7497.75115,194.2782448
20.62814162,35.31621182,7.692091318,1755.408389,7438.775521,197.9076163,27.97217672,10.52605214,302.5050423,1736.142591,7475.297429,193.4288092
51.15995266,64.90662763,12.23637546,1979.461799,7328.753616,201.2687515,58.03329014,22.06872956,301.5843932,2017.154417,7324.879759,217.2643429
17.02102819,26.69579221,4.848810279,1900.844301,7539.067889,221.098135,21.8584102,10.18076454,277.5233518,1856.347819,7501.66154,213.3146104
138.7040427,146.7680641,18.00298604,1973.609077,7352.480069,181.160423,142.7360534,69.40237935,13.55126395,1991.344731,7393.097063,163.7481512
131.600903,139.4321212,22.70320925,1991.698613,7334.368613,208.61364,135.5165121,-78.58447777,53.27000799,1994.447934,7382.485652,202.8064905
38.69124416,51.6721957,10.74542447,1849.129473,7486.921419,193.0781095,45.18171993,-77.87723272,113.2938512,1826.803803,7443.24081,174.8340137
98.99760691,109.1460968,20.0293635,1770.295732,7419.593308,247.6982956,104.0718519,36.31324409,305.1120032,1797.115842,7377.400089,260.9899487
122.58333,139.6414089,16.78788375,1758.118636,7317.942543,220.7910411,131.1123694,48.23350237,314.3733773,1729.323364,7324.50199,224.399317
83.28012174,100.8368104,13.12883329,1766.875659,7406.670506,240.7666828,92.05846609,-11.95390471,14.96062597,1758.490607,7410.060551,239.5417311
79.44758675,83.27351412,15.64229406,1912.577992,7531.534106,193.6982991,81.36055044,-26.58506255,116.9008391,1933.563926,7540.399571,188.0921007
36.27784364,39.43439984,12.00631013,1712.133718,7484.574762,236.701099,37.85612174,-39.96988808,306.1383137,1695.956617,7466.286023,233.4073691
13.96541517,26.75823323,5.843665587,1715.408322,7408.835807,209.0347723,20.3618242,-47.80892055,89.88956965,1750.94434,7363.870114,220.5484133
134.5823637,140.9562658,18.04368977,1882.442883,7357.541437,192.4386282,137.7693147,74.15254614,351.3611904,1918.985584,7365.576552,179.6392182
135.0627086,135.9248376,17.66834677,1892.617144,7489.538686,233.2871642,135.4937731,-36.87488165,176.149356,1862.870186,7454.683243,216.1447147
